nit,razon_social,ciiu,estado,fecha_corte,activo_corriente,activo_total,pasivo_corriente,pasivo_total,ganancias_acumuladas,patrimonio,ingresos,utilidad_operacional,utilidad_neta,anio
900684984,AUTOLUX SAS,G4511 - Comercio de vehículos automotores nuevos,ACTIVA,2020-12-31,7653593.0,7827412.0,6365489.0,6395185.0,763893.0,1432227.0,24319734.0,958385.0,377471.0,2020
900685276,PROMOTORA 63 S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,2930286.0,31898907.0,2105.0,7187983.0,24575341.0,24710924.0,,-205734.0,526849.0,2020
900685285,INBECAR SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,10692434.0,10692434.0,135035.0,10600580.0,-19331.0,91854.0,0.0,-5743.0,-9707.0,2020
900685896,DOSET SAS,K6613 - Otras actividades relacionadas con el mercado de valores,ACTIVA,2020-12-31,24302613.0,24302613.0,7294653.0,7294653.0,662960.0,17007960.0,102239.0,82869.0,3900.0,2020
900686320,ALPHA MIKE SAS,F4210 - Construcción de carreteras y vías de ferrocarril,ACTIVA,2020-12-31,2590550.0,2590550.0,3573851.0,3574679.0,-1000439.0,-984129.0,0.0,-151218.0,-1001773.0,2020
900687096,SUPER POLLOS DEL GALPON S.A.S,C1011 - Procesamiento y conservación de carne y productos cárnicos,ACTIVA,2020-12-31,14178029.0,64249070.0,29078795.0,51250396.0,-15615487.0,12998674.0,77243061.0,13162565.0,7861260.0,2020
900687925,CEMEX PREMEZCLADOS DE COLOMBIA S.A.,N7830 - Otras actividades de suministro de recurso humano,ACTIVA,2020-12-31,14008387.0,14825999.0,11150017.0,11150017.0,369218.0,3675982.0,62797318.0,1032516.0,356566.0,2020
900692786,SBI COLOMBIA SAS,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,51607359.0,54608070.0,91342612.0,91342612.0,-36744798.0,-36734542.0,3987860.0,-4061935.0,-4028711.0,2020
900694508,HANKOOK TIRE COLOMBIA LTDA,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2020-12-31,31291925.0,31495477.0,25078003.0,25078003.0,6112224.0,6417474.0,75252882.0,2116316.0,1707505.0,2020
900697849,FORESTAL RIO GRANDE S.A.S,A0210 - Silvicultura y otras actividades forestales,ACTIVA,2020-12-31,1173309.0,27060148.0,561239.0,18929035.0,-4878887.0,8131113.0,1044570.0,-509382.0,-749323.0,2020
900701739,AGRICOLA MONACO SAS,A0122 - Cultivo de plátano y banano,ACTIVA,2020-12-31,3414959.0,5573668.0,1668333.0,4396432.0,1019236.0,1177236.0,6702719.0,112828.0,73118.0,2020
900702026,DISTRIBUIDORA CARTONERA NACIONAL SAS,G4669 - Comercio al por mayor de otros productos n.c.p.,ACTIVA,2020-12-31,13988171.0,16494560.0,13877186.0,15537940.0,656620.0,956620.0,33449181.0,693344.0,365035.0,2020
900702349,OBRES MAS SERO SUCURSAL COLOMBIA,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,0.0,745270.0,0.0,0.0,743270.0,745270.0,0.0,0.0,743270.0,2020
900702831,INVERSIONES TORONTO SAS,I5611 - Expendio a la mesa de comidas preparadas,ACTIVA,2020-12-31,372539.0,11440809.0,7225448.0,7225448.0,-4990706.0,4215361.0,1482718.0,-894862.0,-898997.0,2020
900703240,MAZDA DE COLOMBIA S.A.S,G4511 - Comercio de vehículos automotores nuevos,ACTIVA,2020-12-31,336999461.0,355145322.0,128794244.0,142506663.0,208550659.0,212638659.0,1012561549.0,47713249.0,33888030.0,2020
900707055,AUTOMAX S.A.S,G4512 - Comercio de vehículos automotores usados,ACTIVA,2020-12-31,6476795.0,7659594.0,2766093.0,3521385.0,1138209.0,4138209.0,41276309.0,1565259.0,750506.0,2020
900707908,RESUELVE TU DEUDA SAS,M7020 - Actividades de consultaría de gestión,ACTIVA,2020-12-31,2174874.0,21849303.0,3188351.0,17169100.0,2120261.0,4680203.0,14658769.0,3066620.0,1728023.0,2020
900710164,GONVARRI MSCOLOMBIA SAS,C2511 - Fabricación de productos metálicos para uso estructural,ACTIVA,2020-12-31,62687840.0,113045410.0,69989580.0,80279903.0,-35734810.0,32765507.0,109773844.0,-1903730.0,-4123766.0,2020
900713585,J.GUTIERREZ SOCIEDAD POR ACCIONES SIMPLIFICADA,C2421 - Industrias básicas de metales preciosos,ACTIVA,2020-12-31,1677773.0,1738321.0,53398.0,68499.0,-430178.0,1669822.0,1352842.0,136914.0,175848.0,2020
900713658,CNE OIL & GAS SAS,B0620 - Extracción de gas natural,ACTIVA,2020-12-31,265864363.0,1160076904.0,355796373.0,853265151.0,37292389.0,306811753.0,535493279.0,250193156.0,152647008.0,2020
900715610,BIOCOSTA GREEN ENERGY S.A.S,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,ACTIVA,2020-12-31,39300056.0,131640993.0,18093478.0,120227951.0,-39841379.0,11413042.0,128504552.0,-1077329.0,-4657524.0,2020
900715721,REMEO MEDICAL SERVICES SAS,Q8699 - Otras actividades de atención de la salud humana,ACTIVA,2020-12-31,13339077.0,13339077.0,13708754.0,13708754.0,-6597940.0,-369677.0,49095605.0,216885.0,-6597940.0,2020
900720625,TOP DRILLING COMPANY SUCURSAL COLOMBIA,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,ACTIVA,2020-12-31,47684356.0,182184448.0,55819761.0,105049389.0,24463022.0,77135059.0,85290253.0,11035273.0,7791804.0,2020
900720758,CHEIL COLOMBIA,M7310 - Publicidad,ACTIVA,2020-12-31,34119601.0,36794536.0,23723015.0,24948133.0,10589803.0,11846403.0,27332546.0,7230629.0,5168593.0,2020
900721416,900721416,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,2858593.0,4521033.0,1422248.0,1422248.0,389650.0,3098785.0,4264139.0,391368.0,389650.0,2020
900723988,HMCL COLOMBIA S.A.S.,C3091 - Fabricación de motocicletas,ACTIVA,2020-12-31,80186985.0,145245022.0,85756870.0,123863516.0,-124321251.0,21381506.0,92247412.0,-1566326.0,-9489631.0,2020
900724364,CONSTRUCTORA NIO S.A.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,53874288.0,66437680.0,53151100.0,53151100.0,-15133716.0,13286580.0,9358938.0,-1073524.0,-1302103.0,2020
900727537,AGROPECUARIA MONTREAL S.A.S.,A0122 - Cultivo de plátano y banano,ACTIVA,2020-12-31,2466564.0,33899289.0,1009290.0,6689099.0,379658.0,27210190.0,12322193.0,30010.0,-128068.0,2020
900732299,COMPAÑÍA DE EMPAQUES INTERNACIONAL SAS,C2030 - Fabricación de fibras sintéticas y artificiales,ACTIVA,2020-12-31,8841212.0,17622313.0,9967502.0,11293067.0,3279246.0,6329246.0,22498253.0,1793750.0,1243873.0,2020
900733092,INVGRAGAN SAS,C1051 - Elaboración de productos de molinería,ACTIVA,2020-12-31,317973.0,4428376.0,3843672.0,4302065.0,26311.0,126311.0,164742.0,-48122.0,-50919.0,2020
900733568,GETCOM SERVICIOS S.A.S,N8220 - Actividades de centros de llamadas (Call center),ACTIVA,2020-12-31,16546464.0,24734867.0,13599339.0,15330543.0,6702242.0,9404324.0,30232774.0,9365726.0,5823479.0,2020
900736003,ZONA FRANCA PIR SAS,C1081 - Elaboración de productos de panadería,ACTIVA,2020-12-31,11792445.0,116950103.0,30245504.0,59363173.0,5121963.0,57586930.0,99117163.0,9545616.0,5121963.0,2020
900736182,APPLE COLOMBIA S.A.S,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",ACTIVA,2020-12-31,536865529.0,561196902.0,456741296.0,472065539.0,72384738.0,89131363.0,1252673251.0,42928919.0,28922874.0,2020
900738273,INVERSIONES LED SAS,K6613 - Otras actividades relacionadas con el mercado de valores,ACTIVA,2020-12-31,39663.0,118122324.0,77.0,2994948.0,111237570.0,115127376.0,,2343137.0,4853853.0,2020
900741479,SINOPEC INTERNATIONAL PETROLEUM SERVICE CORPORATION COLOMBIA BRANCH,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,ACTIVA,2020-12-31,2970762.0,3140208.0,221309.0,221309.0,-14360473.0,2918899.0,2815013.0,-1066218.0,-1066398.0,2020
900742091,ENERFLEX COMPRESSION SERVICES COLOMBIA S A S,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,ACTIVA,2020-12-31,12113514.0,66229515.0,36904267.0,49947767.0,10984078.0,16281748.0,23492227.0,8716559.0,8666282.0,2020
900742466,PROMOTORA PARQUE BOLIVAR SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,28122448.0,28173072.0,3807178.0,27535364.0,197676.0,637708.0,7739705.0,325121.0,184982.0,2020
900743695,PHOENIX CONTACT COLSEIN SAS,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,7652654.0,7894875.0,2139217.0,3439217.0,4206701.0,4455658.0,12782503.0,3077000.0,1929077.0,2020
900744272,HY CITE ENTERPRISES COLOMBIA SAS,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,ACTIVA,2020-12-31,75898920.0,170608448.0,71684465.0,72976137.0,21084831.0,97632311.0,93270540.0,17855820.0,7730391.0,2020
900744408,EXITO INDUSTRIAS S.A.S,"C1410 - Confección de prendas de vestir, excepto prendas de piel",ACTIVA,2020-12-31,115858037.0,271462254.0,42265750.0,101918880.0,4130266.0,169543374.0,97830649.0,13689295.0,7221350.0,2020
900748750,OI LATAM SERVICES S.A.S,N8211 - Actividades combinadas de servicios administrativos de oficina,ACTIVA,2020-12-31,9254143.0,20311760.0,6023856.0,12010006.0,966263.0,8301754.0,34414706.0,1968171.0,966263.0,2020
900749166,MECO INFRAESTRUCTURA SAS,F4210 - Construcción de carreteras y vías de ferrocarril,ACTIVA,2020-12-31,105312429.0,289673624.0,79331604.0,118404090.0,-25829680.0,171269534.0,142093855.0,-11135517.0,-18870540.0,2020
900749336,ALMACONTACT SAS,N8220 - Actividades de centros de llamadas (Call center),ACTIVA,2020-12-31,30641344.0,50214689.0,20352811.0,47165680.0,-5374616.0,3049009.0,42686509.0,1673693.0,-5374616.0,2020
900749961,INVERSIONES EL ALTO DE LA GLORIA SAS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,0.0,6741000.0,87923.0,697253.0,-744102.0,6043747.0,16850.0,-41130.0,-42094.0,2020
900753316,SOLIDA VIVIENDA Y HABITAT SOLIDARIOS SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,17502516.0,30789067.0,5275121.0,20697288.0,473255.0,10091779.0,2540913.0,1479871.0,459529.0,2020
900754300,PHARMACIELO COLOMBIA HOLDINGS S.A.S.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",ACTIVA,2020-12-31,14380304.0,88319732.0,17287707.0,26436191.0,-88940398.0,61883541.0,6923784.0,-48326534.0,-46031109.0,2020
900756617,LAVAMEJOR ZONA FRANCA SAS,"S9601 - Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",ACTIVA,2020-12-31,1757996.0,10123188.0,743510.0,1353692.0,-3212504.0,8769496.0,1983535.0,-1247931.0,-999663.0,2020
900757447,WESTFALIA FARMS COLOMBIA SAS,A0121 - Cultivo de frutas tropicales y subtropicales,ACTIVA,2020-12-31,5383452.0,38970904.0,1853287.0,11055415.0,856113.0,27915489.0,7223559.0,3965645.0,2169387.0,2020
900757756,GSG GESTION DE SERVICIOS GLOBALES  S.A.S,N8220 - Actividades de centros de llamadas (Call center),ACTIVA,2020-12-31,53990577.0,166891623.0,19595064.0,89501178.0,4074347.0,77390445.0,133167792.0,8514139.0,2785539.0,2020
900759679,DISTRIBUIDORA HINO DE COLOMBIA SAS,G4511 - Comercio de vehículos automotores nuevos,ACTIVA,2020-12-31,87880214.0,150976271.0,53978407.0,63241360.0,57538623.0,87734911.0,262896688.0,20321797.0,12940603.0,2020
900761942,CONSTRUCTORA E INVERSIONES OROZCO ZULUAGA S.A.S.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,3799699.0,3799699.0,140359.0,2624289.0,665410.0,1175410.0,2534392.0,206228.0,153951.0,2020
900762556,GERDIAL SAS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,4942962.0,65101841.0,3030975.0,31563711.0,6987214.0,33538130.0,5407323.0,1956811.0,503825.0,2020
900763043,PUERTO LAS AMERICAS HOLDING S.A.S.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,ACTIVA,2020-12-31,40091.0,179169084.0,2011482.0,40918422.0,39134812.0,138250662.0,0.0,13719144.0,14191130.0,2020
900767263,FLP PROCESADOS S.A.S,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",ACTIVA,2020-12-31,28068148.0,78407532.0,14727823.0,66327500.0,-11389795.0,12080032.0,62393593.0,1908314.0,1085112.0,2020
900768520,AGRICOLA EL RUBI S.A.S.,A0121 - Cultivo de frutas tropicales y subtropicales,ACTIVA,2020-12-31,2032768.0,10915341.0,325534.0,10771150.0,123460.0,144191.0,259171.0,31334.0,4409.0,2020
900768888,DISTRIBUCION DE PRODUCTOS TECNOLOGICOS SAS,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,4425172.0,4508494.0,3725474.0,3776237.0,332257.0,732257.0,8133615.0,196779.0,143315.0,2020
900773249,PROMOTORA INMOBILIARIA TERRITORIO VERDE S.A.S.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,112314566.0,129542607.0,68642377.0,128404067.0,1038540.0,1138540.0,17667989.0,425566.0,448520.0,2020
900773269,PROMOTORA INMOBILIARIA TERRITORIO AURORA S.A.S,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,46126650.0,63727818.0,33627254.0,62568709.0,1059109.0,1159109.0,12569944.0,302863.0,326694.0,2020
900773345,TELEFONICA GLOBAL TECHNOLOGY SUCURSAL COLOMBIA,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,ACTIVA,2020-12-31,410641.0,410641.0,12034.0,12034.0,393607.0,398607.0,,-191300.0,-203923.0,2020
900773646,PROMOTORA INMOBILIARIA CEDRITOS S.A.S.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,39543178.0,39543178.0,38390550.0,38390550.0,1052628.0,1152628.0,,-10.0,-536.0,2020
900776144,APTAR ANDINA SAS,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",ACTIVA,2020-12-31,22577418.0,23040544.0,13859345.0,13859345.0,8987949.0,9181199.0,27920569.0,4425981.0,2464974.0,2020
900776765,ORION CAPITAL SAS,M7310 - Publicidad,ACTIVA,2020-12-31,23243441.0,23252855.0,15293336.0,15293336.0,7957874.0,7959519.0,43632462.0,6341777.0,3559522.0,2020
900777243,GRUPO CIOSA SAS,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2020-12-31,14922651.0,16463603.0,4588374.0,5662341.0,2461479.0,10801262.0,10420568.0,2056261.0,802873.0,2020
900777972,C I TRAFIGURA COAL COLOMBIA S A S,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",ACTIVA,2020-12-31,65257314.0,65375545.0,58408530.0,67212713.0,-2404272.0,-1837168.0,329106998.0,900105.0,-2528616.0,2020
900779576,YOKOGAWA COLOMBIA S A S,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,15297945.0,17333634.0,6448161.0,7169754.0,5796565.0,10163880.0,15905870.0,3324828.0,2626120.0,2020
900780510,AUTOMOTORES TOYOTA COLOMBIA S.A.S,G4511 - Comercio de vehículos automotores nuevos,ACTIVA,2020-12-31,306667064.0,349661516.0,133093336.0,261064012.0,63431558.0,88597504.0,1373549556.0,94096300.0,63431558.0,2020
900780646,PROMOTORA INMOBILIARIA MI MUNDO S.A.S,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,38369807.0,59883451.0,35854140.0,59718687.0,64764.0,164764.0,1378.0,206.0,7366.0,2020
900781760,INVERSIONES MARTHA ELENA DE BEDOUT SAS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,39790.0,3491145.0,95078.0,95078.0,476967.0,3396067.0,81354.0,77563.0,-54307.0,2020
900783939,BAXALTA COLOMBIA S.A.S,G4669 - Comercio al por mayor de otros productos n.c.p.,ACTIVA,2020-12-31,239214559.0,265343048.0,53813983.0,63716597.0,61071498.0,201626451.0,316020375.0,38819558.0,23105813.0,2020
900786712,DRUMMOND USA INC SUCURSAL COLOMBIA,B0620 - Extracción de gas natural,ACTIVA,2020-12-31,2586696.0,306942790.0,9470117.0,19252604.0,-164459366.0,287690186.0,5778952.0,-46852443.0,-46732384.0,2020
900790954,VALKJUP LTDA,K6494 - Otras actividades de distribución de fondos,ACTIVA,2020-12-31,4686558.0,29391363.0,32227.0,32227.0,15707611.0,29359136.0,4682823.0,4643623.0,4576618.0,2020
900790963,VALKAT LTDA,K6494 - Otras actividades de distribución de fondos,ACTIVA,2020-12-31,3770024.0,29392345.0,32132.0,32132.0,15708701.0,29360213.0,4682610.0,4600746.0,4568695.0,2020
900790985,VALKEL LTDA,K6494 - Otras actividades de distribución de fondos,ACTIVA,2020-12-31,3763836.0,29385343.0,32914.0,32914.0,15700917.0,29352429.0,4682809.0,4611421.0,4578588.0,2020
900791211,COLVALOR- PROPIEDADES COLOMBIANAS SAS,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,ACTIVA,2020-12-31,105197075.0,241081473.0,110153162.0,212608687.0,-632652.0,28472786.0,,-2022472.0,-1435539.0,2020
900796781,ICONOS INVERSIONES EN CONSTRUCCION SAS,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,ACTIVA,2020-12-31,630199.0,11253602.0,227104.0,10257680.0,751830.0,995922.0,1975110.0,936600.0,751830.0,2020
900797285,HUGE  SAS,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",ACTIVA,2020-12-31,13837171.0,24942459.0,12890022.0,16141489.0,8710986.0,8800970.0,72400911.0,8676628.0,3918003.0,2020
900797309,KNAUF DISTRIBUIDORA SAS,M7020 - Actividades de consultaría de gestión,ACTIVA,2020-12-31,8521376.0,11567930.0,7100693.0,8525182.0,-4179058.0,3042748.0,19064037.0,610994.0,-962052.0,2020
900797542,FORWARD MEDIA SAS,M7310 - Publicidad,ACTIVA,2020-12-31,30505309.0,32261877.0,32161496.0,32161496.0,-3212889.0,100381.0,9808142.0,-216981.0,-748618.0,2020
900797732,SBI INTERNATIONAL HOLDINGS AG,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,213134852.0,226004837.0,339761780.0,339761780.0,-165303053.0,-113756943.0,11963579.0,-14592203.0,-27180464.0,2020
900798573,OLOMEGA S.A.S.,M7010 - Actividades de administración empresarial,ACTIVA,2020-12-31,47927217.0,48904366.0,710924.0,710924.0,10267234.0,48193442.0,2363133.0,2219418.0,2196732.0,2020
900800886,GESTORA URBANA S.A.S.,F4111 - Construcción de edificios residenciales,ACUERDO DE REORGANIZACION,2020-12-31,12777448.0,12864190.0,18208978.0,18208978.0,-7374788.0,-5344788.0,5490051.0,-5153972.0,-6391246.0,2020
900801459,EXPERTS COLOMBIA S.A.S,N8220 - Actividades de centros de llamadas (Call center),ACTIVA,2020-12-31,56029514.0,134095783.0,68314121.0,113385472.0,10029204.0,20710311.0,167020906.0,20419940.0,8314070.0,2020
900801689,ATTON BOGOTA 93 SAS,I5511 - Alojamiento en hoteles,ACTIVA,2020-12-31,3574245.0,70369052.0,5073441.0,40294700.0,-14638884.0,30074352.0,2903621.0,-12568147.0,-14219868.0,2020
900804080,SUMMIT AGRO COLOMBIA SAS,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",ACTIVA,2020-12-31,45044359.0,46922662.0,46916036.0,47427417.0,-4056997.0,-504755.0,30684603.0,3159118.0,2085789.0,2020
900806715,CORPORACION TERRUS INTERNATIONAL SAS,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2020-12-31,17323203.0,39194977.0,29672976.0,30543070.0,-2890134.0,8651907.0,9289117.0,-977929.0,-1663505.0,2020
900808100,INVERSORA AZUR SAS,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,ACTIVA,2020-12-31,3842447.0,85918026.0,1130591.0,7918895.0,70413140.0,77999131.0,3220767.0,300621.0,268162.0,2020
900808498,ALANTRADE S.A.S,G4631 - Comercio al por mayor de productos alimenticios,ACTIVA,2020-12-31,696503.0,698717.0,215443.0,235673.0,387781.0,463044.0,131368.0,-146416.0,-24089.0,2020
900809229,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S.A.S,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",ACTIVA,2020-12-31,191714280.0,222676901.0,134656983.0,139527710.0,12236189.0,83149191.0,330560615.0,20115948.0,7392733.0,2020
900809717,INDUSTRIA GRAFICA LATINOAMERICA  SAS,C1811 - Actividades de impresión,ACTIVA,2020-12-31,96434165.0,158830166.0,102352473.0,122074238.0,8653705.0,36755928.0,65244243.0,6155345.0,-1259086.0,2020
900813653,PROTEIHUEVO SAS,A0145 - Cría de aves de corral,ACTIVA,2020-12-31,1923790.0,4046059.0,4143613.0,4143613.0,-1870113.0,-97554.0,4118947.0,-1446233.0,-1022222.0,2020
900815680,HERDOIZA CRESPO CONSTRUCCIONES COLOMBIA S.A.S,F4210 - Construcción de carreteras y vías de ferrocarril,ACTIVA,2020-12-31,42100485.0,350509728.0,38545461.0,51027355.0,46663485.0,299482373.0,1929000.0,61898028.0,35650241.0,2020
900816079,PROMOTORA ALIADAS SUR S.A.S,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,2974749.0,3053289.0,2357073.0,2757073.0,-12764.0,296216.0,2331875.0,-30961.0,-12764.0,2020
900818223,RED EAGLE MINING DE COLOMBIA SAS,B0722 - Extracción de oro y otros metales preciosos,ACTIVA,2020-12-31,5507380.0,134481909.0,422383565.0,427502401.0,-429284895.0,-293020492.0,,-13905042.0,-13905042.0,2020
900818642,CONSTRUCCIONES COLOMBIANAS OHL SAS,F4210 - Construcción de carreteras y vías de ferrocarril,ACTIVA,2020-12-31,71797503.0,223797990.0,30694074.0,257265874.0,-176099316.0,-33467884.0,59038598.0,-7939717.0,-17831590.0,2020
900820012,COLOMBIANA DE INFRAESTRUCTURAS SAS,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,32194750.0,48396415.0,25901509.0,50149321.0,-1782906.0,-1752906.0,73143880.0,-370301.0,1257623.0,2020
900822541,TE CONNECTIVITY COLOMBIA SAS,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",ACTIVA,2020-12-31,22678123.0,25703193.0,10294939.0,13870251.0,-9832991.0,11832942.0,33252864.0,1274965.0,-401953.0,2020
900824185,HP COLOMBIA SAS,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,586865767.0,614714154.0,482647854.0,497174081.0,75321416.0,117540073.0,1430834789.0,100515299.0,54026463.0,2020
900824878,CONSTRUCTORA FLORES DE MARIA SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,285692.0,3126842.0,823316.0,823316.0,1789874.0,2303526.0,653861.0,441898.0,413652.0,2020
900826594,CONSTRUCTORA PROMETEO SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,7060936.0,10967387.0,2063997.0,7824386.0,1526499.0,3143001.0,360341.0,53532.0,55885.0,2020
900828998,EDGEWELL PERSONAL CARE COLOMBIA S A S,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",ACTIVA,2020-12-31,32690730.0,39395879.0,14952580.0,14952580.0,-6151375.0,24443299.0,63786368.0,-1087709.0,-1790641.0,2020
900829318,LUXOTTICACOLOMBIASAS,G4669 - Comercio al por mayor de otros productos n.c.p.,ACTIVA,2020-12-31,12977755.0,15234147.0,6521308.0,6521308.0,4956299.0,8712839.0,19897163.0,-1435715.0,-2351689.0,2020
900831600,FLP GLOBAL COLOMBIA S.A.S.,K6494 - Otras actividades de distribución de fondos,ACTIVA,2020-12-31,899628.0,80163206.0,2091491.0,31739199.0,2709448.0,48424007.0,0.0,7160864.0,2884701.0,2020
900831821,PROMOTORA INMOBILIARIA K7 S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,74305004.0,110536860.0,24992621.0,110189023.0,327837.0,347837.0,,-11659.0,35042.0,2020
900833255,PROMOTORA EDIFICIO ASTORGA 414 SAS,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,45445415.0,45445415.0,8924205.0,44729684.0,-69269.0,715731.0,0.0,-152689.0,-126917.0,2020
900833819,TERMOELÉCTRICA EL TESORITO S.A.S. ESP,D3511 - Generación de energía eléctrica,ACTIVA,2020-12-31,8223690.0,56489327.0,2790830.0,2790830.0,-868553.0,53698497.0,0.0,-437586.0,-786286.0,2020
900836968,SIGNIFY COLOMBIANA SAS,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,ACTIVA,2020-12-31,32581432.0,34728412.0,29382162.0,30769374.0,-10463340.0,3959038.0,45831572.0,-987391.0,-4367016.0,2020
900839078,O-TEK CENTRAL S.A.S.,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,21626091.0,79025917.0,70847025.0,75528766.0,-24666018.0,3497151.0,44387816.0,-5487178.0,-7373835.0,2020
900839128,LIVANOVA COLOMBIA S.A.S.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,21433953.0,29099815.0,3995440.0,12033166.0,-4243261.0,17066649.0,17818473.0,858215.0,-132565.0,2020
900839160,HL INFRAESTRUCTURA SAS,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,ACTIVA,2020-12-31,14733618.0,20665371.0,12198860.0,13755478.0,6873235.0,6909893.0,47916327.0,4228728.0,2703978.0,2020
900839518,ACRECER PROMOTORA DE PROYECTOS,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,18098099.0,22226932.0,21792642.0,21792642.0,318790.0,434290.0,6003930.0,337166.0,232732.0,2020
900839702,MAF COLOMBIA S A S,K6422 - Actividades de las compañías de financiamiento,ACTIVA,2020-12-31,477570563.0,488570904.0,365537819.0,365537819.0,-21993932.0,123033085.0,60251593.0,2919679.0,1539342.0,2020
900841977,SOLUTIONS 2 GO COLOMBIA LLC SUCURSAL COLOMBIA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",ACTIVA,2020-12-31,35746293.0,35777922.0,27879824.0,32858490.0,1707109.0,2919432.0,64859099.0,5413495.0,1572000.0,2020
900842071,SUPERMASTICK SAS,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",ACTIVA,2020-12-31,25979177.0,73535207.0,2825776.0,12740486.0,1073223.0,60794721.0,44414453.0,5760553.0,4899206.0,2020
900843898,RAPPI SAS,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",ACTIVA,2020-12-31,199113903.0,207069309.0,170125186.0,218508303.0,-796341098.0,-11438994.0,394800098.0,-228075625.0,-234338238.0,2020
