nit,razon_social,ciiu,estado,fecha_corte,activo_corriente,activo_total,pasivo_corriente,pasivo_total,ganancias_acumuladas,patrimonio,ingresos,utilidad_operacional,utilidad_neta,anio
890307682,PLASTICOS FENIX S.A.S,"C3240 - Fabricación de juegos, juguetes y rompecabezas",ACTIVA,2020-12-31,11910239.0,25920431.0,3857348.0,9133345.0,10446581.0,16787086.0,17754758.0,2215303.0,1148171.0,2020
890307885,PLASTICOS ESPECIALES SAS,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,75529340.0,193906231.0,49738301.0,83048655.0,68198541.0,110857576.0,152813763.0,10135204.0,3982213.0,2020
890308155,FUNDICIONES UNIVERSO S.A.S.,C2431 - Fundición de hierro y de acero,ACTIVA,2020-12-31,27778934.0,56575623.0,21867068.0,36396194.0,7334698.0,20179429.0,42586561.0,3502795.0,300067.0,2020
890308729,INDUSTRIA DE ALUMINIO INDIA SAS,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,ACTIVA,2020-12-31,7645942.0,18252531.0,5771558.0,11243789.0,2421458.0,7008742.0,12620637.0,1284940.0,6688.0,2020
890309282,ORGANIZACION DELIMA SA,K6494 - Otras actividades de distribución de fondos,ACTIVA,2020-12-31,11659519.0,385423922.0,11385886.0,11385886.0,58997655.0,374038036.0,60860258.0,58908705.0,58997655.0,2020
890309556,ACCION SA,N7820 - Actividades de agencias de empleo temporal,ACTIVA,2020-12-31,23525522.0,84452583.0,10983273.0,102717182.0,-28928217.0,-18264599.0,119981928.0,-20028357.0,-19990465.0,2020
890310041,SOCIEDAD FORESTAL CAFETERA DEL VALLE S.A.,A0210 - Silvicultura y otras actividades forestales,ACTIVA,2020-12-31,372247.0,11296292.0,35266.0,1273604.0,8541702.0,10022688.0,373139.0,165749.0,139815.0,2020
890311366,APEX TOOL GROUP S. A. S.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",ACTIVA,2020-12-31,28101039.0,29315564.0,10593500.0,10790112.0,2505600.0,18525452.0,39002892.0,3267010.0,1939793.0,2020
890311875,SCHNEIDER ELECTRIC DE COLOMBIA S.A.S,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,ACTIVA,2020-12-31,165722099.0,235057201.0,183528370.0,184930593.0,-28055073.0,50126608.0,368463261.0,5460709.0,-6101558.0,2020
890312630,PROTECNICA INGENIERIA SA,C2029 - Fabricación de otros productos químicos n.c.p.,ACTIVA,2020-12-31,55671375.0,84025812.0,21726838.0,26831231.0,39704292.0,57194581.0,101731835.0,12997779.0,7734620.0,2020
890315430,AGRICOLA COLOMBIANA SA,A0145 - Cría de aves de corral,ACTIVA,2020-12-31,41955149.0,96605496.0,37218578.0,41049364.0,30567454.0,55556132.0,85912405.0,5014330.0,4407792.0,2020
890316468,JOSE A. RAFFO Y COMPAÑIA S EN C S,K6613 - Otras actividades relacionadas con el mercado de valores,ACTIVA,2020-12-31,12080570.0,54574107.0,3306643.0,9773601.0,16060285.0,44800506.0,6353940.0,4109789.0,4057263.0,2020
890316597,JJASG SAS,C1011 - Procesamiento y conservación de carne y productos cárnicos,ACTIVA,2020-12-31,491401.0,46786030.0,2983383.0,30661999.0,-2363478.0,16124031.0,3970326.0,975387.0,-700303.0,2020
890316958,REFORESTADORA ANDINA S.A.,A0210 - Silvicultura y otras actividades forestales,ACTIVA,2020-12-31,108931565.0,1081191325.0,3626120.0,6969317.0,369917872.0,1074222008.0,57213646.0,101470662.0,105409226.0,2020
890317339,PALLOMARO S.A,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,ACTIVA,2020-12-31,36365520.0,51146499.0,13080502.0,15695304.0,29046473.0,35451195.0,49006928.0,4167734.0,1734281.0,2020
890317417,GILMEDICA S.A.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,73682811.0,85212484.0,31136903.0,32604187.0,42031144.0,52608297.0,146141349.0,50051069.0,34270342.0,2020
890317665,CI VITRAL LTDA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",ACTIVA,2020-12-31,13719102.0,21100165.0,7844046.0,7865656.0,4526549.0,13234509.0,34673186.0,2664293.0,1017257.0,2020
890317831,CARNES Y DERIVADOS DE OCCIDENTE SA,A0162 - Actividades de apoyo a la ganadería,ACTIVA,2020-12-31,23627998.0,43519590.0,4918625.0,7241592.0,19507399.0,36277998.0,44108650.0,5498407.0,3762306.0,2020
890317986,CALDERON INGENIEROS SA,F4210 - Construcción de carreteras y vías de ferrocarril,ACUERDO DE REORGANIZACION,2020-12-31,8167944.0,9561545.0,92697.0,6242570.0,2547173.0,3318975.0,7744991.0,135636.0,89488.0,2020
890318329,ROMARCO SA,C2920 - Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,ACTIVA,2020-12-31,58824832.0,70191125.0,34294586.0,35239919.0,28649898.0,34951206.0,56841438.0,4820157.0,2899616.0,2020
890319494,IPSOS NAPOLEON FRANCO & CIA S A S,M7320 - Estudios de mercado y realización de encuestas de opinión pública,ACTIVA,2020-12-31,40813770.0,44152647.0,24239677.0,24515615.0,3132676.0,19637032.0,32837792.0,2507401.0,1596842.0,2020
890319797,COMPAÑIA COLOMBIANA RECICLADORA S.A.,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",ACTIVA,2020-12-31,27548064.0,31186344.0,9637901.0,9770641.0,4414679.0,21415703.0,80487187.0,5701364.0,3773289.0,2020
890322484,FILTROS Y FILTROS SAS,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2020-12-31,5215206.0,6750619.0,3708359.0,3823858.0,2545620.0,2926761.0,11168445.0,573960.0,273821.0,2020
890323239,SUMMAR TEMPORALES,N7820 - Actividades de agencias de empleo temporal,ACTIVA,2020-12-31,23716501.0,26126650.0,15871131.0,16455532.0,5384516.0,9671118.0,132214468.0,6542933.0,3475572.0,2020
890324611,VARGAS SANCHEZ S.A.S,A0145 - Cría de aves de corral,ACTIVA,2020-12-31,5979671.0,12179626.0,3527127.0,5512263.0,3539221.0,6667363.0,13009128.0,-39131.0,-188136.0,2020
890325060,CALIMA DESARROLLOS INMOBILIARIOS S.A.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACUERDO DE REORGANIZACION,2020-12-31,33232663.0,997485829.0,52043968.0,418003508.0,531645987.0,579482321.0,45822645.0,53470751.0,15310605.0,2020
890327120,EXTRAS S.A,N7820 - Actividades de agencias de empleo temporal,ACTIVA,2020-12-31,24228955.0,24779260.0,14689523.0,15026011.0,5000251.0,9753249.0,149413533.0,4908946.0,2940920.0,2020
890329438,CLOROX DE COLOMBIA SA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",ACTIVA,2020-12-31,43036808.0,107484988.0,27227112.0,97330909.0,-89780085.0,10154079.0,96868520.0,-8421201.0,-13432854.0,2020
890329874,"ALIMENTOS LA CALI S,A,S",C1011 - Procesamiento y conservación de carne y productos cárnicos,ACTIVA,2020-12-31,16727352.0,38165335.0,18676432.0,28705587.0,7531103.0,9459748.0,44925358.0,-2587475.0,-2509754.0,2020
890330584,SUPERMOTOS DE CALI SAS,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",ACTIVA,2020-12-31,5231404.0,9070997.0,4295545.0,7630405.0,-4080683.0,1440592.0,31629159.0,54420.0,-510000.0,2020
890330938,DACAR S.A.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,922264.0,9201134.0,165993.0,795755.0,8282908.0,8405379.0,1437390.0,576832.0,540489.0,2020
890332769,MAVALLE S A S,A0129 - Otros cultivos permanentes n.c.p.,ACTIVA,2020-12-31,26361494.0,46466432.0,25755516.0,27811431.0,7031023.0,18655001.0,48999238.0,5454396.0,2683434.0,2020
890400080,CABOT COLOMBIANA  SA,C1921 - Fabricación de productos de la refinación del petróleo,ACTIVA,2020-12-31,94332540.0,138368883.0,25744386.0,46745102.0,88855171.0,91623781.0,141757551.0,31453596.0,20821788.0,2020
890400305,SERVIMAX SERVICIOS GENERALES S.A.S,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,ACTIVA,2020-12-31,5356880.0,5692679.0,2422149.0,2542969.0,-44490.0,3149710.0,11588313.0,-302088.0,-400248.0,2020
890400372,RAFAEL DEL CASTILLO & CIA S.A,C1051 - Elaboración de productos de molinería,ACTIVA,2020-12-31,52479564.0,116315984.0,44093362.0,53603067.0,8585207.0,62712917.0,205914383.0,16795272.0,8585207.0,2020
890400514,AGRINAL COLOMBIA S.A.S.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,ACTIVA,2020-12-31,782571.0,26747974.0,934166.0,3698711.0,20576795.0,23049263.0,1768911.0,529820.0,520700.0,2020
890401229,ZUREK LEQUERICA E HIJOS S.C.A,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,500564.48,4926250.89,283610.31,283610.31,1358386.04,4642640.58,23047.43,-136150.08,73830.3,2020
890401427,COMPAÑIA HOTELERA DE CARTAGENA DE INDIAS S.A.,I5511 - Alojamiento en hoteles,ACTIVA,2020-12-31,20705416.0,134566212.0,24807417.0,57966544.0,50485920.0,76599668.0,5324918.0,-10988855.0,-12926351.0,2020
890401608,INDUSTRIAS ASTIVIK SA,C3011 - Construcción de barcos y de estructuras flotantes,ACTIVA,2020-12-31,11117359.0,77159391.0,6369320.0,16750692.0,24382050.0,60408699.0,42945694.0,4943372.0,1562310.0,2020
890402974,CORPORACION PLASTICA S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,14432247.0,65464853.0,10639649.0,25628676.0,6518146.0,39836177.0,35434877.0,2154816.0,59873.0,2020
890405325,TEKIA  S.A.S.,A0129 - Otros cultivos permanentes n.c.p.,ACTIVA,2020-12-31,1730576.0,13940145.0,1130967.0,3904392.0,-8859447.0,10035753.0,1833441.0,-395554.0,-83270.0,2020
890406589,ETEC SA,"C2813 - Fabricación de otras bombas, compresores, grifos y válvulas",ACTIVA,2020-12-31,9812782.0,23638537.0,10148869.0,12644659.0,-1037731.0,10993878.0,14107478.0,-3045791.0,-3841624.0,2020
890501073,COMERCIAL INDUSTRIAL NACIONAL S.A.S.,"C2512 - Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías",ACTIVA,2020-12-31,25839225.0,44407402.0,3825871.0,6495004.0,22469923.0,37912398.0,40052113.0,5288163.0,3610631.0,2020
890503178,URIBE Y ABREO SAS,F4290 - Construcción de otras obras de ingeniería civil,ACTIVA,2020-12-31,8502177.0,10747839.0,919456.0,3086708.0,6193148.0,7661131.0,2912659.0,218493.0,86582.0,2020
890700256,FONDO GANADERO DEL TOLIMA SA EN REORGANIZACION,A0141 - Cría de ganado bovino y bufalino,ACUERDO DE REORGANIZACION,2020-12-31,8036639.0,77053561.0,28138410.0,33697810.0,-7653510.0,43355751.0,9974043.0,-1045726.0,-2384997.0,2020
890705341,SUPERMOTOS DEL TOLIMA S.A.S,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",ACTIVA,2020-12-31,3055803.0,4418914.0,3210417.0,4391003.0,-3064396.0,27911.0,12633234.0,-273591.0,-492216.0,2020
890705577,SUPERMOTOS DEL HUILA SAS,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",ACTIVA,2020-12-31,5440926.0,6571086.0,2077476.0,3039365.0,421514.0,3531721.0,16884639.0,973771.0,613496.0,2020
890800450,INDUMA SCA,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,ACTIVA,2020-12-31,17059968.0,41183091.0,10258332.0,26207639.0,6510615.0,14975452.0,48903131.0,7138644.0,3884568.0,2020
890800999,BASCULAS PROMETALICOS S.A.,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,ACTIVA,2020-12-31,8258112.0,18226724.0,5196903.0,9452430.0,4628565.0,8774294.0,14432591.0,1720439.0,734890.0,2020
890801339,COMPAÑIA MANUFACTURERA MANISOL S.A.,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",ACTIVA,2020-12-31,146149024.0,269569307.0,113561786.0,178484078.0,-18697292.0,91085229.0,279589084.0,-11151109.0,-16494288.0,2020
890801748,MABE COLOMBIA S.A.S,C2750 - Fabricación de aparatos de uso doméstico,ACTIVA,2020-12-31,321926211.0,394590906.0,270137278.0,276925180.0,6981667.0,117665726.0,765538020.0,33089462.0,32300448.0,2020
890801783,SANCHO BBDO WORDWIDE INC S.A.S.,M7310 - Publicidad,ACTIVA,2020-12-31,54420699.0,60801080.0,32751222.0,34321684.0,7735716.0,26479396.0,71324086.0,12587165.0,7640487.0,2020
890803029,ENERGIZER BRANDS COLOMBIA SA,G4690 - Comercio al por mayor no especializado,ACTIVA,2020-12-31,38807938.0,40430325.0,9104886.0,9104886.0,-22254186.0,31325439.0,41216239.0,3716288.0,1168120.0,2020
890804199,PRODUCTORA DE ALAMBRES  COLOMBIANOS PROALCO S.A.S,C2410 - Industrias básicas de hierro y de acero,ACTIVA,2020-12-31,127511846.0,160310003.0,125903439.0,126565971.0,-905932.0,33744032.0,248065355.0,15742465.0,5761189.0,2020
890804714,C.I. SIDERURGICA COLOMBIANA S.A .EN REORGANIZACION,C2431 - Fundición de hierro y de acero,ACUERDO DE REORGANIZACION,2020-12-31,6099327.0,15807522.0,4008333.0,21694625.0,-13135328.0,-5887103.0,11770521.0,1045646.0,347519.0,2020
890805453,TECNOLOGIA EN CUBRIMIENTO S.A.,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",ACTIVA,2020-12-31,44738236.0,70344918.0,13372705.0,16824713.0,2515839.0,53520205.0,102665400.0,16364844.0,11233188.0,2020
890806999,ARMETALES S.A,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",ACTIVA,2020-12-31,53623607.0,67898788.0,45842137.0,47414273.0,14300486.0,20484515.0,186203839.0,17919795.0,5223335.0,2020
890807047,CUATRO MILPAS SAS,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",ACTIVA,2020-12-31,8046903.0,12511106.0,2635534.0,2635534.0,5539835.0,9875572.0,50466267.0,1390541.0,853863.0,2020
890807976,BELLOTA COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA  COMERCIALIZADORA INTERNACIONAL,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",ACTIVA,2020-12-31,28728626.0,38739198.0,15488898.0,17043587.0,17210520.0,21695611.0,86912491.0,12340673.0,6332196.0,2020
890900066,MERCANTIL AUTOMOVILIARIA S.A-MERCOVIL,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,4188385.0,4344357.0,8074981.0,8074981.0,-15528846.0,-3730624.0,13428792.0,-3484596.0,-5695222.0,2020
890900071,NOVEDADES PLASTICAS SA,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,7581258.0,10016257.0,4261866.0,6643998.0,1001624.0,3372259.0,16529067.0,1177239.0,357387.0,2020
890900076,CINE COLOMBIA S.A.S.,J5914 - Actividades de exhibición de películas cinematográficas y videos,ACTIVA,2020-12-31,126567912.0,905658410.0,48374295.0,476460792.0,-47173683.0,429197618.0,113178619.0,-93451016.0,-68152280.0,2020
890900097,INDUSTRIAS DE ACERO SAS-IDEACE,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",ACTIVA,2020-12-31,29067811.0,40795140.0,8764183.0,21669537.0,4252102.0,19125603.0,37180147.0,3456194.0,1294908.0,2020
890900098,LANDERS Y CIA S.A.S,C2750 - Fabricación de aparatos de uso doméstico,ACTIVA,2020-12-31,113548257.0,148999590.0,63278890.0,100059997.0,4442919.0,48939593.0,159038846.0,22050550.0,11653511.0,2020
890900104,INCAMETAL S.A.S,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",ACTIVA,2020-12-31,16315819.0,41479198.0,3222606.0,9751386.0,17229721.0,31727812.0,20054217.0,-1385955.0,-726700.0,2020
890900115,A. LAUMAYER & CÍA. EXPORTADORES DE CAFÉ S.A.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,ACTIVA,2020-12-31,87608798.0,98117466.0,76153726.0,81285184.0,3839635.0,16832282.0,223055704.0,3626874.0,1208041.0,2020
890900265,COATS CADENA ANDINA S.A.,C1311 - Preparación e hilatura de fibras textiles,ACTIVA,2020-12-31,36475449.0,48131726.0,20107605.0,25037097.0,11853034.0,23094629.0,71003792.0,8775339.0,5755427.0,2020
890900307,GROUPE SEB ANDEAN S.A,C2750 - Fabricación de aparatos de uso doméstico,ACTIVA,2020-12-31,234935092.0,535283231.0,156409468.0,234066114.0,133931161.0,301217117.0,445696707.0,67603084.0,42111460.0,2020
890900317,AUTOTECNICA COLOMBIANA SAS,C3091 - Fabricación de motocicletas,ACTIVA,2020-12-31,230772657.0,264529437.0,155236916.0,160109480.0,17521018.0,104419957.0,534018878.0,-12106570.0,-12743638.0,2020
890900342,FABRICA DE HILOS Y PRODUCTOS VARIOS S.A,C1399 - Fabricación de otros artículos textiles n.c.p.,ACTIVA,2020-12-31,5268521.0,22941043.0,3158532.0,8333942.0,-433986.0,14607101.0,10536138.0,416362.0,-249153.0,2020
890900395,JUAN NEUSTADTEL,G4690 - Comercio al por mayor no especializado,ACTIVA,2020-12-31,59180403.0,61133127.0,27236087.0,27236087.0,33067967.0,33897040.0,88392979.0,6247175.0,4546395.0,2020
890900424,MICROPLAST - ANTONIO PALACIO CIA SAS,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,58081094.0,236066115.0,24930195.0,36986777.0,95540472.0,199079338.0,108784650.0,14142961.0,12919423.0,2020
890900486,LAMINACION DE COLOMBIA SAS,C2429 - Industrias básicas de otros metales no ferrosos,ACTIVA,2020-12-31,6870267.0,54606313.0,4303075.0,14979521.0,17506369.0,39626792.0,15440864.0,1084507.0,578706.0,2020
890900535,KELLOGG DE COLOMBI SA,C1089 - Elaboración de otros productos alimenticios n.c.p.,ACTIVA,2020-12-31,66666831.0,133522876.0,65111545.0,70907620.0,43669073.0,62615256.0,228664737.0,16345975.0,10454045.0,2020
890901335,ELECTROCONTROL S.A.S,C2740 - Fabricación de equipos eléctricos de iluminación,ACTIVA,2020-12-31,9438411.0,44447017.0,6551591.0,7875662.0,7916153.0,36571355.0,18674269.0,805918.0,472477.0,2020
890901446,TROPICAL COFFEE COMPANY S.A.S,"C1062 - Descafeinado, tostión y molienda del café",ACTIVA,2020-12-31,9183963.0,22966117.0,2903177.0,5945543.0,-1079209.0,17020574.0,11964059.0,-1416111.0,-1079209.0,2020
890901672,CRYSTAL S.A.S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",ACTIVA,2020-12-31,381525113.0,722023499.0,175902224.0,437609601.0,220318811.0,284413898.0,654806428.0,50483384.0,21201006.0,2020
890901756,HACIENDA VELABA S.A,A0122 - Cultivo de plátano y banano,ACTIVA,2020-12-31,12201733.0,51259120.0,3760442.0,15341908.0,33627474.0,35917212.0,28850905.0,563056.0,421947.0,2020
890901866,BONEM S.A.,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2020-12-31,29095624.0,39728088.0,16963231.0,27989057.0,10741856.0,11739031.0,52164888.0,3264026.0,972230.0,2020
890902168,LABORATORIOS ECAR S.A,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",ACTIVA,2020-12-31,63975423.0,145303433.0,39353939.0,66792488.0,17286875.0,78510945.0,113307841.0,24580939.0,17384918.0,2020
890903253,TRIGUISAR DE COLOMBIAS S.A.,C1089 - Elaboración de otros productos alimenticios n.c.p.,ACTIVA,2020-12-31,16889585.0,22070338.0,3596459.0,6987122.0,2248178.0,15083216.0,18347173.0,3028134.0,2248178.0,2020
890903329,BANANERAS DE URABA S.A,A0122 - Cultivo de plátano y banano,ACTIVA,2020-12-31,17242159.0,106508822.0,14276336.0,37323309.0,25818773.0,69185513.0,33994475.0,148154.0,-866260.0,2020
890903471,EMPRESA DE REFRACTARIOS COLOMBIANOS S.A.S,C2391 - Fabricación de productos refractarios,ACTIVA,2020-12-31,730206.0,22308534.0,311929.0,1654005.0,12882667.0,20654529.0,,-267429.0,567884.0,2020
890903711,PROCESADORA DE LECHES S.A.,C1040 - Elaboración de productos lácteos,ACTIVA,2020-12-31,67706140.0,123184730.0,91893135.0,102011752.0,-18324771.0,21172978.0,188226491.0,-9145600.0,-11695925.0,2020
890903736,PROMOTORA DE HOTELES MEDELLIN S.A.,I5511 - Alojamiento en hoteles,ACTIVA,2020-12-31,37782616.0,254288441.0,31381155.0,91329628.0,29569895.0,162958813.0,3940553.0,-2022473.0,-7224298.0,2020
890903995,AGAVAL SA,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,ACTIVA,2020-12-31,120289989.0,130576675.0,42872712.0,73030185.0,23272100.0,57546490.0,119969414.0,-82341.0,-302018.0,2020
890904138,AMTEX S.A.,C2029 - Fabricación de otros productos químicos n.c.p.,ACTIVA,2020-12-31,119650524.0,219019589.0,64389712.0,76820436.0,76302041.0,142199153.0,157416136.0,18935565.0,11134319.0,2020
890904459,ACEROS MAPA S.A.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",ACTIVA,2020-12-31,66135356.0,71669387.0,25666231.0,29372223.0,17797378.0,42297164.0,109685698.0,9301537.0,5885855.0,2020
890905022,CONVEL S.A.S.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,152703648.0,170000238.0,90915922.0,120255197.0,4635483.0,49745041.0,171550072.0,4908675.0,4444056.0,2020
890905065,EDATEL S.A.,J6110 - Actividades de telecomunicaciones alámbricas,ACTIVA,2020-12-31,217010414.0,534963750.0,48592203.0,241350134.0,126013996.0,293613616.0,184639930.0,27154052.0,11726167.0,2020
890905360,HA BICICLETAS S.A,G4690 - Comercio al por mayor no especializado,ACTIVA,2020-12-31,498777819.0,511702139.0,61729617.0,67952202.0,119846563.0,443749937.0,726642534.0,152378284.0,106430652.0,2020
890905790,COLOMBIANA FLEXOGRAFICA DE PLASTICOS SAS,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,57443774.0,127642289.0,31023133.0,38281294.0,55958309.0,89360995.0,86690120.0,8412199.0,5057567.0,2020
890906119,PLASTIQUIMICA S.A.S.,C2221 - Fabricación de formas básicas de plástico,ACTIVA,2020-12-31,68329254.0,190048181.0,40972980.0,83522120.0,24926473.0,106526061.0,120292601.0,8163943.0,8422886.0,2020
890906397,FERRO COLOMBIA SAS,C2011 - Fabricación de sustancias y productos químicos básicos,ACTIVA,2020-12-31,111419081.0,175209760.0,30172573.0,42739947.0,94050250.0,132469813.0,160947085.0,9517250.0,5015362.0,2020
890906752,HOJALATA Y LAMINADOS S.A.,C2592 - Tratamiento y revestimiento de metales; mecanizado,ACTIVA,2020-12-31,36124882.0,283610871.0,786346.0,23730425.0,20157060.0,259880446.0,26000746.0,-15869814.0,-16170656.0,2020
890907406,PLASTICOS TRUHER S.A.,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2020-12-31,59154043.0,129395182.0,44809844.0,77099708.0,6111893.0,52295474.0,90555040.0,6713156.0,2369630.0,2020
890907797,"ALGAMAR S,A.",C2599 - Fabricación de otros productos elaborados de metal n.c.p.,ACTIVA,2020-12-31,20886029.0,65246420.0,20568398.0,33512158.0,23899556.0,31734262.0,33228555.0,2397952.0,309650.0,2020
890908196,LABORATORIOS HIGIETEX S.A.S,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",ACTIVA,2020-12-31,13747569.0,21225304.0,9602108.0,12535124.0,2955484.0,8690180.0,32807090.0,4900600.0,2955484.0,2020
890908493,COMESTIBLES DAN SA,C1011 - Procesamiento y conservación de carne y productos cárnicos,ACTIVA,2020-12-31,44611257.0,106458399.0,44403304.0,68238507.0,16931166.0,38219892.0,164362198.0,4323070.0,3803200.0,2020
890909034,JAVIER LONDOÑO S.A.,F4111 - Construcción de edificios residenciales,ACTIVA,2020-12-31,148490408.0,154135817.0,82858685.0,143629752.0,4298858.0,10506065.0,2342629.0,1012571.0,810591.0,2020
890909099,INVESTIGACION ASESORIA MERCADEO S.A.S.,M7320 - Estudios de mercado y realización de encuestas de opinión pública,ACTIVA,2020-12-31,2737641.0,4363750.0,2664368.0,2907215.0,8405.0,1456535.0,9735452.0,125830.0,8405.0,2020
890911705,FLORES ESMERALDA SAS CI,A0125 - Cultivo de flor de corte,ACTIVA,2020-12-31,8161071.0,37717872.0,1227189.0,7451319.0,27863192.0,30266553.0,15807598.0,-3974282.0,-5094907.0,2020
890911899,"OCCIDENTAL DE EMPAQUES S,A","C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",ACTIVA,2020-12-31,12279019.0,140240403.0,5128048.0,17341616.0,12915067.0,122898787.0,38083909.0,1676827.0,938458.0,2020
890912508,CARPAS IKL SAS,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",ACTIVA,2020-12-31,25393229.0,41043226.0,4350591.0,9468852.0,10065155.0,31574374.0,33910154.0,4164997.0,2724089.0,2020
890912837,INVERSIONES VIMAJU S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVA,2020-12-31,2500058.0,23690061.0,86928.0,5432796.0,17104229.0,18257265.0,1413100.0,663000.0,431888.0,2020
890913183,PROCESAMIENTO DE DATOS TANTO PARA FINES ADMINISTRATIVOS COMO TECNICOS Y CIENTIFICOS,M7010 - Actividades de administración empresarial,ACTIVA,2020-12-31,24835037.0,28653677.0,15199614.0,15409063.0,8009308.0,13244614.0,22573307.0,1347569.0,651038.0,2020
890913319,CESDE S.A,P8551 - Formación académica no formal,ACTIVA,2020-12-31,7457280.0,29784539.0,10583904.0,26367829.0,885706.0,3416710.0,23490511.0,3820494.0,659850.0,2020
890913389,RAMIREZ Y CIA S.A.,F4220 - Construcción de proyectos de servicio público,ACTIVA,2020-12-31,501.0,503.0,3000.0,3000.0,-3209939.0,-2497.0,0.0,-25066.0,-25474.0,2020
890914336,DURESPO S.A.,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,ACTIVA,2020-12-31,18085332.0,46348803.0,4331818.0,7524971.0,10263884.0,38823832.0,29287376.0,-1892844.0,-846963.0,2020
890914515,SOCODA SAS,C3110 - Fabricación de muebles,ACTIVA,2020-12-31,30374494.0,79613533.0,23935520.0,45039555.0,1892715.0,34573978.0,70557043.0,4682731.0,1892715.0,2020
890914597,DIVERQUIN S.A.S.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2020-12-31,23323707.0,24195503.0,11253362.0,11484761.0,7899270.0,12710742.0,16211593.0,4348008.0,2180164.0,2020
890914614,VOESTALPINE HIGH PERFORMANCE METALS COLOMBIA S.A.,G4690 - Comercio al por mayor no especializado,ACTIVA,2020-12-31,13542881.0,22741568.0,16035374.0,16640618.0,-4793848.0,6100950.0,20041579.0,643559.0,-261557.0,2020
