nit,razon_social,ciiu,estado,fecha_corte,activo_corriente,activo_total,pasivo_corriente,pasivo_total,ganancias_acumuladas,patrimonio,ingresos,utilidad_operacional,utilidad_neta,anio,razon_corriente,endeudamiento,apalancamiento,roa,margen_neto,margen_operacional,rotacion_activos,x1,x2,x3,x4,zscore,zona,zona_futura
800011002,TECNAS S.A.,C1089 - Elaboración de otros productos alimenticios n.c.p.,ACTIVA,2018-12-31,44844603.0,72490038.0,25107432.0,42933207.0,7256250.0,29556831.0,101817317.0,10624277.0,6553779.0,2018,1.7861087107594278,0.5922635466131222,1.4525646203410643,0.09040937459572031,0.06436801904729035,0.10434646397134978,1.4045697837818762,0.2722742537395276,0.10009996132158187,0.14656189033864211,0.6884375304178885,3.820200288454116,segura,segura
800011955,DIGITAL ESTEREO SAS,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,ACTIVA,2018-12-31,3411697.0,3611987.0,103276.0,103276.0,1384662.0,3508711.0,628636.0,514133.0,347787.0,2018,33.034751539563885,0.02859257245388757,0.029434171124381577,0.09628689139800337,0.5532406670951076,0.817854847638379,0.17404160092492027,0.9159559544372669,0.38335187806600635,0.14234076700719023,33.97411789767226,43.88775193044785,segura,segura
800011987,TENARIS TUBOCARIBE LTDA,C2410 - Industrias básicas de hierro y de acero,ACTIVA,2018-12-31,707699723.0,1545730164.0,1040272087.0,1048690379.0,-43397202.0,497039785.0,938588495.0,106060069.0,45897901.0,2018,0.6803025207000484,0.6784433683342418,2.1098721081251073,0.02969334627023556,0.04890098402495334,0.11299954086907917,0.6072136760087189,-0.21515551145057424,-0.028075535439961823,0.06861486659841103,0.4739623772213514,-0.5441940010263014,riesgo,segura
800012080,MUNDIAL DE FILTROS Y ACEITES LTDA,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ACTIVA,2018-12-31,6435665.0,7285483.0,2351073.0,2565903.0,4539580.0,4719580.0,14223435.0,1746648.0,1090424.0,2018,2.7373309973786437,0.35219394513719954,0.5436718945329881,0.14967079052960525,0.07666390010570583,0.12280071586083109,1.9522981523668368,0.5606480723378258,0.6230993881943037,0.23974361068442546,1.8393446673549234,9.251544324571574,segura,segura
800013349,RENOVADORA DE LLANTAS S.A. - RENOBOY S.A.,C2212 - Reencauche de llantas usadas,ACTIVA,2018-12-31,13971739.0,29202781.0,8709170.0,9242549.0,7711422.0,19960232.0,29262450.0,3424332.0,2001556.0,2018,1.6042560886973156,0.3164955077394855,0.4630481749911524,0.06853991063385367,0.06840015104681939,0.11702137039106432,1.002043264304177,0.18020780281165688,0.2640646450760974,0.11726047598001026,2.1596025079228687,5.098586961297228,segura,segura
800015615,MARPICO SA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",ACTIVA,2018-12-31,93962211.0,130433373.0,41294886.0,48381710.0,10215346.0,82051663.0,104902608.0,9758967.0,3940607.0,2018,2.27539582019914,0.37093045197872787,0.5896493529936133,0.03021164683060063,0.037564433097792956,0.09302883108492403,0.8042620196596465,0.40378718872814856,0.07831849905468595,0.0748195555749371,1.6959231701401212,5.187669007085635,segura,segura
800016390,TAHAMI & CULTIFLORES S.A.  C.I.,A0125 - Cultivo de flor de corte,ACUERDO DE REORGANIZACION,2018-12-31,4389400.0,25707474.0,8189120.0,17292080.0,5783054.0,8415394.0,7069901.0,29242.0,424615.0,2018,0.5360038685475362,0.6726479622229706,2.05481525879834,0.01651718095679101,0.06005953973047147,0.004136125809965373,0.275013445506159,-0.14780604270960265,0.22495613532469194,0.00113749021004553,0.4866617549768449,0.2823881379206955,riesgo,riesgo
800018359,BEL STAR S.A.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",ACTIVA,2018-12-31,460880614.0,744576371.0,306833082.0,451081609.0,164286721.0,293494762.0,1145935222.0,76895635.0,39276290.0,2018,1.5020564633900853,0.6058231587367953,1.5369324001768727,0.052749847469978337,0.03427444173628865,0.06710295095545986,1.539043228649543,0.20689285612583588,0.22064455359945878,0.10327434229040287,0.6506467037098823,3.4537010000066024,segura,segura
800018411,INVERSIONES MACADAMIA S A S EN LIQUIDACION,F4111 - Construcción de edificios residenciales,ACTIVA,2018-12-31,15743623.0,15743623.0,16640241.0,23971196.0,-8566903.0,-8227573.0,706904.0,-2067501.0,-2218907.0,2018,0.9461174871205291,1.5225971810935768,-2.913519697728601,-0.14094004918689937,-3.138908536378348,-2.9247266955626223,0.044900973556086805,-0.05695118588650147,-0.5441506697664191,-0.13132307601623844,-0.3432274718374502,-3.390410879112421,riesgo,
800019437,CORRUGADOS DEL DARIEN S.A.S.,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",ACTIVA,2018-12-31,78462180.0,127607470.0,49050793.0,56616748.0,58770505.0,70990722.0,148510801.0,27976897.0,17220023.0,2018,1.5996108360572274,0.4436789476352756,0.7975232031025125,0.13494525829875006,0.11595131723786205,0.18838291095069915,1.1638096186688758,0.2304832702975774,0.4605569329130967,0.21924184375726594,1.2538820138521556,5.803267159042393,segura,segura
800019615,SYMRISE LTDA,C2029 - Fabricación de otros productos químicos n.c.p.,ACTIVA,2018-12-31,71298821.0,126774832.0,22966254.0,28774170.0,28075047.0,98000662.0,133833312.0,29151115.0,18880233.0,2018,3.1045037209812274,0.22697068137309778,0.2936119962128419,0.14892729654731468,0.14107274726937938,0.21781658515631744,1.0556772972099069,0.3812473362220665,0.22145599845874772,0.22994402390531268,3.4058553904421918,8.344301081200276,segura,segura
800020220,AGROINDUSTRIAL MOLINO SONORA AP SAS,C1051 - Elaboración de productos de molinería,ACTIVA,2018-12-31,133884757.0,196177606.0,26940410.0,150591737.0,33792546.0,45585869.0,281827630.0,619757.0,3231759.0,2018,4.969662933860324,0.7676295988646125,3.3034740875511224,0.01647363868840361,0.011467147490116566,0.0021990640165408908,1.4365942971085088,0.5451404427883578,0.17225485971115378,0.003159162825139175,0.30271162221868786,4.476748924864546,segura,segura
800020706,NALSANI S.A.S,"C1513 - Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",ACTIVA,2018-12-31,241331947.0,383822915.0,191850561.0,292078444.0,39871763.0,91744471.0,459274084.0,34519747.0,5041130.0,2018,1.2579162955900869,0.7609718768354412,3.1836081326361345,0.01313399956852498,0.010976299720843817,0.07516153905170055,1.1965780729897275,0.1289172273625195,0.10388062161426709,0.089936649561426,0.3141090103862646,2.118536583918999,gris,gris
800021013,CENTRO ACEROS S.A.S,C2410 - Industrias básicas de hierro y de acero,ACTIVA,2018-12-31,28985824.0,38159963.0,21657727.0,24222427.0,7379908.0,13937536.0,45685829.0,2883776.0,466222.0,2018,1.3383594686552287,0.6347602328650057,1.7379274930662063,0.012217569498167491,0.010204958741144875,0.06312189278649184,1.1972189019156019,0.19203627110435093,0.19339400302877652,0.07557072316867812,0.5753979978967425,3.00222554580345,segura,segura
800021137,AGRICOLA SARA PALMA S.A.,A0122 - Cultivo de plátano y banano,ACTIVA,2018-12-31,26431950.0,282160122.0,30246278.0,92744668.0,138070744.0,189415454.0,117594252.0,-5178987.0,-579161.0,2018,0.8738909957780591,0.3286951655060597,0.4896362257749043,-0.0020525969293421274,-0.00492507916118213,-0.04404115772597456,0.41676425132818734,-0.013518310004133043,0.4893347189579114,-0.018354780127292403,2.0423325468155213,3.527656121876571,segura,segura
800021308,DRUMMOND LTD,B0510 - Extracción de hulla (carbón de piedra),ACTIVA,2018-12-31,1969293526.0,8333006622.0,1225162074.0,2790031022.0,689707719.0,5542975600.0,6061683220.0,598307632.0,290939104.0,2018,1.6073738877424637,0.33481684925510913,0.5033453551554512,0.034914061298342264,0.047996421693577054,0.09870321662899435,0.727430505574846,0.08929927525023393,0.08276817123594984,0.07179973077429291,1.9867075155410225,3.4241645659920534,segura,segura
800021596,QUANTUM SAS,A0124 - Cultivo de caña de azúcar,ACTIVA,2018-12-31,5405999.0,96330573.0,975842.0,9894320.0,7790715.0,86436253.0,10902985.0,6819459.0,6772035.0,2018,5.539830218416506,0.10271214726398441,0.11446956174743021,0.0702999555499374,0.6211175196517285,0.6254671541784199,0.11318301823035974,0.04598910669824418,0.08087479143303757,0.07079226031386733,8.735946785630544,10.213808474233444,segura,segura
800021599,COLIBRI FLOWERS SA,A0125 - Cultivo de flor de corte,ACTIVA,2018-12-31,21923724.0,53991131.0,24893140.0,28341146.0,4660687.0,25649985.0,48503272.0,2200306.0,624528.0,2018,0.880713481706205,0.5249222506563161,1.1049186188607907,0.01156723314427327,0.012875997314160578,0.045364073582499755,0.8983562874428395,-0.05499821813327081,0.08632319630422264,0.04075310072685827,0.9050440303296133,1.1447823777280908,gris,gris
800022051,AGROPECUARIA LOS CUNAS S.A.S,A0122 - Cultivo de plátano y banano,ACTIVA,2018-12-31,2809314.0,35561910.0,2613528.0,5977140.0,6383216.0,29584770.0,11928421.0,620377.0,558064.0,2018,1.0749125320256756,0.1680770239843698,0.2020343575427492,0.015692745412155873,0.04678439837091598,0.052008308559867225,0.3354268935498684,0.005505497314401842,0.17949587072235434,0.017444985379019295,4.9496531786105065,5.935638740225393,segura,gris
800022398,FLORES DE TENJO SAS CI,A0125 - Cultivo de flor de corte,ACTIVA,2018-12-31,2040263.0,25313129.0,1559339.0,7529362.0,12141852.0,17783767.0,14489018.0,520599.0,-347994.0,2018,1.3084152964813938,0.297448885122025,0.42338397708427017,-0.013747569492495377,-0.02401777677410574,0.03593059239763523,0.5723914258091127,0.018998994553379788,0.4796661842951142,0.020566363012648494,2.3619221655168126,4.306569398309895,segura,segura
800023543,ACEITAR LTDA,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",ACTIVA,2018-12-31,1287064.0,2755828.0,1392478.0,1633876.0,860052.0,1121952.0,13207626.0,656799.0,595257.0,2018,0.9242975472502977,0.5928802523234397,1.4562797695445082,0.2159993294211395,0.04506918957275138,0.049728770333139355,4.7926162300404815,-0.03825129870224121,0.31208478903618075,0.23833091179855928,0.6866812414161173,3.0890669235444883,segura,segura
800023551,CI INTERAMERICAN CONMINAS SAS,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",ACTIVA,2018-12-31,42825008.0,99855736.0,7173166.0,77163336.0,1799254.0,22692400.0,172593493.0,6191942.0,-1302977.0,2018,5.970168263218779,0.7727481574017941,3.4004043644568225,-0.013048594424260214,-0.007549398168794232,0.03587587163555465,1.728428429990241,0.3570334907951607,0.01801853425826234,0.06200887648557315,0.2940826715941882,3.1263665764551387,segura,gris
800023622,FLORES SILVESTRES S.A.,A0125 - Cultivo de flor de corte,ACTIVA,2018-12-31,15052631.0,56527089.0,9280913.0,21250251.0,31069412.0,35276838.0,38246694.0,1218808.0,1945205.0,2018,1.6218911867830246,0.37593039684035384,0.6023853668517569,0.03441190824455864,0.05085942852995347,0.031867015747818625,0.6766082364510226,0.10210534634111443,0.5496375728812074,0.021561485326088523,1.660066885798196,4.3495929710698675,segura,segura
800024265,EDITORIAL SANTILLANA SAS,J5811 - Edición de libros,ACTIVA,2018-12-31,20965719.0,23298292.0,6139302.0,6139302.0,8406506.0,17158990.0,15458918.0,2589182.0,2238251.0,2018,3.4150004349028604,0.2635086726529138,0.3577892405089111,0.09606931701259475,0.144787041369907,0.16748791862405893,0.6635215147960203,0.6363735590574623,0.3608206987877051,0.11113183747546816,2.7949415096374146,9.032380558419302,segura,segura
800025839,"VILLEGAS Y CIA S. EN C.S., EN REORGANIZACION",C1061 - Trilla de café,ACTIVA,2018-12-31,87184578.0,158666875.0,91290193.0,111256170.0,6871959.0,47410705.0,84630234.0,6471462.0,-7696077.0,2018,0.9550267683189146,0.7011934280548476,2.3466466064995237,-0.048504623286996736,-0.090937678371538,0.07646749505619942,0.5333831273855996,-0.0258756908144816,0.043310609098464944,0.04078647165641852,0.4261400064373958,0.6929801502083945,riesgo,riesgo
800026092,H.B FULLER COLOMBIA  S.A.S.,C2029 - Fabricación de otros productos químicos n.c.p.,ACTIVA,2018-12-31,45243883.0,67947992.0,14773837.0,14773837.0,44807107.0,53174155.0,87944257.0,13189623.0,8143338.0,2018,3.0624327992788873,0.2174286033353274,0.27783867933585404,0.11984663211239562,0.09259658649455643,0.14997708150516298,1.2942877988211925,0.4484318830201781,0.6594323935282738,0.19411350669494398,3.5992108888164935,10.175076953761883,segura,segura
800026212,RICOH COLOMBIA S.A,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,ACTIVA,2018-12-31,44242964.0,61810432.0,12512256.0,12512256.0,-5839697.0,49298176.0,81952495.0,3888451.0,3451831.0,2018,3.5359701719657908,0.2024295186935435,0.2538076865156228,0.05584544369468248,0.04211990129159582,0.047447621942443605,1.3258683420947455,0.5133552213322178,-0.09447753091258122,0.06290929984116597,3.939990997626647,7.619354543604949,segura,segura
800026696,"FONBIENES, COLOMBIA, S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO COMERCIAL",N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,ACTIVA,2018-12-31,28023414.0,31748690.0,26249686.0,28497629.0,484599.0,3251061.0,9802079.0,1084061.0,405815.0,2018,1.0675713987588271,0.8976001529511927,8.765639586584195,0.012782102190673064,0.04140091097000952,0.11059500744688959,0.3087396361865639,0.05586775391362604,0.015263590403257584,0.03414506236320302,0.11408180659520832,0.7654924863936996,riesgo,gris
800026845,OCATI SA,G4631 - Comercio al por mayor de productos alimenticios,ACTIVA,2018-12-31,11545602.0,21240247.0,10844634.0,10971400.0,8241178.0,10268847.0,71446478.0,2550278.0,1347419.0,2018,1.064637312794512,0.5165382492962535,1.068415957507206,0.06343706831657843,0.018859138164935157,0.03569494356320825,3.3637310338246067,0.03300187610812624,0.38799821866478296,0.12006818941418149,0.9359650545964964,3.270988040306121,segura,segura
800027543,UNIFLOR SOCIEDAD POR ACCIONES SIMPLIFICADA,A0125 - Cultivo de flor de corte,ACTIVA,2018-12-31,17751387.0,42146493.0,2709813.0,18997084.0,3459878.0,23149409.0,21044950.0,2643581.0,622932.0,2018,6.550779334219741,0.45073937705801526,0.8206293301051444,0.014780162135910099,0.029600070325660074,0.12561593161304732,0.49932861555052754,0.356887914731126,0.08209171757185112,0.06272362922343266,1.21857696686502,4.30981232351016,segura,segura
800028206,"CONSTRUCTORA PARQUE CENTRAL S.A., EN REORGANIZACION",F4112 - Construcción de edificios no residenciales,ACTIVA,2018-12-31,44900131.0,65035942.0,19227819.0,65535586.0,-6378170.0,-499644.0,59937891.0,-2359063.0,-5530329.0,2018,2.3351650543413167,1.007682582655603,-131.16456116755128,-0.08503496420486997,-0.0922676608691487,-0.039358458575060644,0.9216117912153867,0.39474037294639325,-0.09807146331485442,-0.036273219506838233,-0.00762401056427572,2.0180226299434714,gris,gris
800029447,GE ENERGY COLOMBIA SA,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,ACTIVA,2018-12-31,121571756.0,121957328.0,77982491.0,114200078.0,-97632198.0,7757250.0,79740461.0,-15661700.0,-17188284.0,2018,1.5589622034515414,0.9363937360123207,14.721722001998131,-0.1409368693285901,-0.21555285465430155,-0.19640844564467716,0.6538390296645397,0.3574140702721857,-0.8005439246750305,-0.12841950751823622,0.0679268362671346,-1.0567928058971172,riesgo,riesgo
800029569,AUTOSUPERIOR S.A.S,G4511 - Comercio de vehículos automotores nuevos,ACTIVA,2018-12-31,29527360.0,35488516.0,17922368.0,20593648.0,2438829.0,14894868.0,81482295.0,-920395.0,-500523.0,2018,1.6475144355924396,0.5802904804472523,1.3826002351951021,-0.01410380191721739,-0.006142720943242946,-0.011295644041444832,2.2960186613607623,0.3270069675497279,0.06872163941710045,-0.025935009511245836,0.7232748661140561,2.954353597130149,segura,segura
800030412,AKITA MOTOS SA,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",ACTIVA,2018-12-31,36798384.0,49665888.0,45932962.0,47388044.0,-9198250.0,2277844.0,50938119.0,3210328.0,594138.0,2018,0.8011323981240313,0.9541366500886886,20.80390228654816,0.011962697616521021,0.011663917154066878,0.0630240782939001,1.025615790862332,-0.1839205613317535,-0.18520256800804608,0.06463848990276787,0.0480679050606098,-1.325437301582293,riesgo,riesgo
800031797,BLASTINGMAR S.A.S EN REORGANIZACION,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,ACUERDO DE REORGANIZACION,2018-12-31,38133284.0,47777611.0,22100897.0,52799736.0,-15328225.0,-5022125.0,55175683.0,5546336.0,3569270.0,2018,1.725417932131895,1.105114611109375,-10.513425293078129,0.07470591193854377,0.06468918563273607,0.1005213836682366,1.1548439079551298,0.335562759720238,-0.3208244338545935,0.11608650754848332,-0.09511647937027563,1.8356330767858051,gris,riesgo
800031939,C I HOSA  S A,A0125 - Cultivo de flor de corte,ACUERDO DE REORGANIZACION,2018-12-31,30645202.0,121998422.0,16522513.0,133746881.0,-101112788.0,-11748459.0,61883977.0,2223198.0,-1424961.0,2018,1.85475429796908,1.0963000898487032,-11.384206303141545,-0.011680159272879775,-0.023026332001900914,0.0359252605888597,0.5072522741318736,0.11576124320689984,-0.8288040643673243,0.018223170132479254,-0.08784099421353983,-1.9122808350341707,riesgo,riesgo
800035851,APOYOS INDUSTRIALES S.A,N7830 - Otras actividades de suministro de recurso humano,ACTIVA,2018-12-31,3238720.0,3254736.0,2506057.0,2506057.0,212127.0,748679.0,8238459.0,-62626.0,-449871.0,2018,1.2923568777565715,0.7699724340161537,3.3473050533005466,-0.13822042709454777,-0.0546062073016325,-0.007601664340382103,2.5312218871207985,0.22510673676759035,0.06517487132596929,-0.019241499156920867,0.29874779384507216,1.8735525829208701,gris,
800039849,C.I. FLORES CARMEL S.A.S.,A0125 - Cultivo de flor de corte,ACTIVA,2018-12-31,11375736.0,25582956.0,6885222.0,13954800.0,11017838.0,11628156.0,16542213.0,646790.0,128056.0,2018,1.6521959640517039,0.5454725403897814,1.2000870989346892,0.005005520081416706,0.007741164981976716,0.03909936354948398,0.6466106965903393,0.1755275660873591,0.43067102957140685,0.025282066700970756,0.833272852351879,3.600280373135858,segura,segura
800041007,PROVIMI S.A.,C1090 - Elaboración de alimentos preparados para animales,ACTIVA,2018-12-31,36796854.0,48795569.0,14335763.0,14444062.0,28914156.0,34351507.0,88693950.0,8878958.0,5494719.0,2018,2.5667872718040887,0.29601175467387214,0.42047826315159914,0.11260692543620097,0.061951452156545066,0.10010782020645151,1.817664017812765,0.46031005397231867,0.5925570004112464,0.18196238269093654,2.3782442224354896,8.671313420639432,segura,segura
800041463,SIPRI SOCIEDAD POR ACCIONES SIMPLIFICADA,B0710 - Extracción de minerales de hierro,ACTIVA,2018-12-31,27523.0,1702303.0,13741.0,180468.0,1451835.0,1521835.0,0.0,-18406.0,-18870.0,2018,2.0029837711956917,0.10601402922981397,0.11858578623832412,-0.011084983108177569,,,0.0,0.008096091001425715,0.8528652067228925,-0.010812411186492652,8.43271383292329,11.615141052282205,segura,segura
800041723,AMCOR RIGID PACKAGING DE COLOMBIA S A S,C2229 - Fabricación de artículos de plástico n.c.p.,ACTIVA,2018-12-31,95134415.0,143893552.0,87512784.0,123501846.0,-5248729.0,20391706.0,82575455.0,-4645750.0,-12835625.0,2018,1.0870916299497455,0.8582861725451048,6.056474431320264,-0.08920222498920591,-0.15544116590093268,-0.05626066486706007,0.5738648733891842,0.05296714754807081,-0.036476471162516025,-0.03228601932072676,0.1651125603418106,0.18495733044915963,riesgo,riesgo
800042471,ARUS S.A.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",ACTIVA,2018-12-31,68106327.0,100080275.0,52528511.0,64363872.0,3642561.0,35716403.0,199075706.0,10226349.0,4652073.0,2018,1.296559253316737,0.6431224534504926,1.8020815813955287,0.04648341543825694,0.023368361180143196,0.05136914596701217,1.9891602616000006,0.15565320938616525,0.03639639279568326,0.10218146382991054,0.5549138342702564,2.40905625700794,gris,
800042522,ACCESORIOS Y SISTEMAS SA EN REORGANIZACION,F4321 - Instalaciones eléctricas,ACTIVA,2018-12-31,23626037.0,30804957.0,9261696.0,21337634.0,2505354.0,9467323.0,22001912.0,193861.0,131890.0,2018,2.5509406700457453,0.6926688454718505,2.2538191630305633,0.004281453793296968,0.0059944790252774395,0.008811097871857682,0.7142328424610364,0.4662996607980982,0.0813295730294316,0.006293175478219301,0.4436913202279128,3.8322262083644136,segura,segura
800044807,STEPAN COLOMBIA S.A.S.,C2011 - Fabricación de sustancias y productos químicos básicos,ACTIVA,2018-12-31,44967005.0,56664623.0,20146319.0,20146319.0,28378314.0,36518304.0,102038718.0,9372763.0,6580806.0,2018,2.2320208967206367,0.35553609877542114,0.5516772903801885,0.1161360590010455,0.06449322501288188,0.09185496626878437,1.8007482022778127,0.4380279032298512,0.5008118381022318,0.16540766537880258,1.8126539145935294,7.520935759069858,segura,segura
800045228,DESCAFEINADORA COLOMBIANA SAS,"C1062 - Descafeinado, tostión y molienda del café",ACTIVA,2018-12-31,23476600.0,68639348.0,6103891.0,11579706.0,37335863.0,57059642.0,61424135.0,8256911.0,5779423.0,2018,3.8461695990311755,0.1687036129772095,0.20294038998702446,0.0841998528307699,0.09409042553061593,0.13442453849777453,0.8948822619935143,0.2531013115101268,0.5439425648390483,0.12029413507832272,4.927555328261357,9.415907047282483,segura,segura
800045720,FLOR GRES S.A. EN ACUERDO DE REESTRUCTURACION,C2392 - Fabricación de materiales de arcilla para la construcción,ACUERDO DE REESTRUCTURACIÓN,2018-12-31,1746874.0,2323864.0,538287.0,1040747.0,475962.0,1283117.0,3774369.0,-188341.0,-170942.0,2018,3.245246494899561,0.44785193970042997,0.8111084180164396,-0.07355938213251723,-0.04529021937176784,-0.049899996529221176,1.6241780930381469,0.5200764760760527,0.20481491171600402,-0.0810464812054406,1.2328808058058298,4.829290787648639,segura,riesgo
800045797,INDUSTRIAS ALIADAS S.A.S.,C1063 - Otros derivados del café,ACTIVA,2018-12-31,40424258.0,80964599.0,6604393.0,13860682.0,6403173.0,67103917.0,74062384.0,9237871.0,6403173.0,2018,6.1208135251793765,0.1711943512497357,0.2065554831918381,0.07908608304229359,0.08645647971580282,0.12473094303850657,0.914750210768042,0.4177117581969374,0.07908608304229359,0.11409765643377051,4.8413142297038485,8.848125956913766,segura,segura
800048191,POLYBAN INTERNACIONAL S.A.,C2221 - Fabricación de formas básicas de plástico,ACTIVA,2018-12-31,27193564.0,70209499.0,13096301.0,18550351.0,29615535.0,51659148.0,52300940.0,719702.0,1379802.0,2018,2.07643089449456,0.2642142625173839,0.35909130750665885,0.01965263987996838,0.026381973249429168,0.01376078517900443,0.744926836751819,0.20078854287224013,0.4218166405090001,0.010250778174617085,2.7848070368048563,5.685227707279761,segura,segura
